出发站,到达站,出发站lng,出发站lat,到达站lng,到达站lat
光明路西口,光明路,102.749314,25.043043,102.750842,25.04408
光明路,光明路东口,102.750842,25.04408,102.75467,25.046645
光明路东口,紫骏苑小区,102.75467,25.046645,102.755755,25.049336
金鼎园,虹山新村,102.674905,25.064306,102.680825,25.062552
虹山新村,阳光果香小区(学府路),102.680825,25.062552,102.685109,25.06418
阳光果香小区(学府路),景秀庄园小区(虹山东路),102.685109,25.06418,102.688346,25.062274
景秀庄园小区(虹山东路),虹山南路,102.688346,25.062274,102.688065,25.057104
虹山南路,红星家园,102.688065,25.057104,102.682938,25.055038
红星家园,西站,102.682938,25.055038,102.689147,25.052334
西站,龙翔街,102.689147,25.052334,102.693511,25.050399
龙翔街,省图书馆,102.693511,25.050399,102.699066,25.048389
省图书馆,翠湖南路,102.699066,25.048389,102.703491,25.045919
翠湖南路,五华广场,102.703491,25.045919,102.706284,25.044582
五华广场,正义路,102.706284,25.044582,102.709816,25.042574
正义路,象眼街,102.709816,25.042574,102.711403,25.04076
象眼街,家乐福,102.711403,25.04076,102.71209,25.038382
中苜蓿村,中苜蓿村口,102.736962,24.990747,102.736493,24.992747
中苜蓿村口,苜蓿路,102.736493,24.992747,102.736246,24.995534
苜蓿路,日新工业区,102.736246,24.995534,102.735651,24.998542
日新工业区,日新村中段,102.735651,24.998542,102.732908,24.99829
日新村中段,日新村(福德路),102.732908,24.99829,102.729263,24.998667
日新村(福德路),日新路口(福德路),102.729263,24.998667,102.72905,25.000319
日新路口(福德路),双桥村,102.72905,25.000319,102.730545,25.006632
福保路南段,环湖东路口(湖滨路),102.692009,24.941767,102.692276,24.951172
环湖东路口(湖滨路),湖滨路,102.692276,24.951172,102.686462,24.956221
湖滨路,海埂村,102.686462,24.956221,102.678596,24.958624
海埂村,海埂公园(滇池路),102.678596,24.958624,102.665603,24.961615
海埂公园(滇池路),云南民族村,102.665603,24.961615,102.668098,24.967314
云南民族村,红塔东路口(滇池路),102.668098,24.967314,102.671349,24.973667
红塔东路口(滇池路),红塔西路,102.671349,24.973667,102.668082,24.974214
红塔西路,金柳西路口,102.668082,24.974214,102.662071,24.973881
金柳西路口,海埂别墅区,102.662071,24.973881,102.659821,24.973734
海埂别墅区,海埂长堤,102.659821,24.973734,102.652573,24.97332
海埂长堤,观景路中段,102.652573,24.97332,102.65097,24.975664
观景路中段,海埂大坝车场,102.65097,24.975664,102.650658,24.982674
回龙村,竹园村,102.771215,25.132682,102.769505,25.124835
竹园村,昆明瀑布公园,102.769505,25.124835,102.762447,25.125989
昆明瀑布公园,龙江西路口(农科北路),102.762447,25.125989,102.758751,25.127739
龙江西路口(农科北路),昆明铣床厂,102.758751,25.127739,102.751122,25.123707
昆明铣床厂,落索坡村中段,102.751122,25.123707,102.748069,25.123668
落索坡村中段,落索坡村口(临时站),102.748069,25.123668,102.745937,25.125603
落索坡村口(临时站),实力郡城(小康大道),102.745937,25.125603,102.742405,25.120599
东寺街南口,市总工会,102.709274,25.027353,102.711563,25.028004
市总工会,书林街南口,102.711563,25.028004,102.711567,25.0251
书林街南口,西岳庙(海埂路),102.711567,25.0251,102.708346,25.021832
春晓花园小区,官庄村(前卫西路),102.703277,25.007075,102.701115,25.004583
官庄村(前卫西路),二村(前卫西路),102.701115,25.004583,102.698997,25.00079
二村(前卫西路),前卫西路口(日新中路),102.698997,25.00079,102.698351,24.996632
前卫西路口(日新中路),前旺路口(前福路),102.698351,24.996632,102.699987,24.992405
前旺路口(前福路),前福路口(河宏路),102.699987,24.992405,102.696594,24.989592
前福路口(河宏路),前卫西路口(河宏路),102.696594,24.989592,102.694633,24.990824
前卫西路口(河宏路),世纪半岛小区(河宏路),102.694633,24.990824,102.691689,24.992458
世纪半岛小区(河宏路),陆家路口(河宏路),102.691689,24.992458,102.686989,24.994648
陆家路口(河宏路),广福路口(陆家路),102.686989,24.994648,102.684349,24.993984
百汇商场,府甬道,102.697995,25.04589,102.699974,25.051011
云南大学(翠湖北路),园西路口(北门街),102.703735,25.051901,102.70359,25.05549
园西路口(北门街),一二一大街,102.70359,25.05549,102.703911,25.057023
下马新村,教场北路,102.706024,25.069393,102.705907,25.072235
巴士家园,教场北路口,102.702691,25.074301,102.696766,25.072517
教场北路口,北教场立交桥,102.696766,25.072517,102.696072,25.07513
北教场立交桥,泰龙阁小区车场,102.696072,25.07513,102.694043,25.078746
北京路口(环城南路),春城路,102.721893,25.024206,102.726997,25.017887
春城路,昆明会展中心(春城路),102.726997,25.017887,102.72879,25.011389
昆明会展中心(春城路),昆明会展中心(国贸路),102.72879,25.011389,102.734276,25.009344
昆明会展中心(国贸路),双福路口(国贸路),102.734276,25.009344,102.740784,25.010044
双福路口(国贸路),官渡广场(国贸路),102.740784,25.010044,102.743645,25.010979
官渡广场(国贸路),关上(日新路),102.743645,25.010979,102.748215,25.008455
巫家坝车场(雨龙路),关景路口(雨龙路),102.753975,25.007992,102.75692,25.005417
彩云北路口(昌宏路),雨龙村(昆洛路),102.765282,24.991884,102.767639,24.985964
雨龙村(昆洛路),红外路西口,102.767639,24.985964,102.771424,24.980903
红外路西口,红外路,102.771424,24.980903,102.773811,24.98276
红外路,红外路东口,102.773811,24.98276,102.776467,24.984661
红外路东口,云大西路,102.776467,24.984661,102.781293,24.980421
潘家湾(西安马路),篆塘,102.696332,25.043147,102.695386,25.039249
篆塘,西昌路口(新闻路),102.695386,25.039249,102.69628,25.036888
东陆桥(西华北路),卢家营,102.684639,25.030642,102.681602,25.03072
卢家营,航运码头,102.681602,25.03072,102.678177,25.028698
航运码头,五家堆村北,102.678177,25.028698,102.677742,25.024414
五家堆村北,五家堆村,102.677742,25.024414,102.67675,25.021788
五家堆村,大观楼南园,102.67675,25.021788,102.675629,25.017391
大观楼南园,加州枫景小区,102.675629,25.017391,102.672211,25.010851
加州枫景小区,平桥村,102.672211,25.010851,102.669876,25.008169
平桥村,郑家河村,102.669876,25.008169,102.666161,25.005716
郑家河村,陆家村(西福路),102.666161,25.005716,102.661758,25.002136
陆家村(西福路),边防路口(西福路),102.661758,25.002136,102.659721,24.999453
边防路口(西福路),新河村口,102.659721,24.999453,102.658325,24.997499
白水塘上村,公家村,102.845924,24.993659,102.840282,24.993394
公家村,公家村口,102.840282,24.993394,102.83252,24.993607
公家村口,小石坝下段,102.83252,24.993607,102.829224,24.99477
小石坝下段,小石坝中段,102.829224,24.99477,102.824478,24.994301
小石坝中段,阿拉办事处,102.824478,24.994301,102.822205,24.994926
阿拉办事处,大石坝,102.822205,24.994926,102.816704,24.991991
大石坝,普照村(贵昆路),102.816704,24.991991,102.803162,24.992823
普照村(贵昆路),昆船工业北区,102.803162,24.992823,102.797256,24.993521
昆船工业北区,昆船大道,102.797256,24.993521,102.795933,24.990916
东华小区,延安医院(环城东路),102.73645,25.043924,102.733017,25.042627
东站(环城东路),岔街(拓东路),102.734401,25.033225,102.733034,25.031675
拓东路中段,后新街口(巡津街),102.723898,25.033655,102.716788,25.032635
后新街口(巡津街),后新街,102.716788,25.032635,102.713509,25.031206
眠山车场,昭宗路口(滇缅大道),102.648005,25.046889,102.647125,25.052483
昭宗路口(滇缅大道),小团山(滇缅大道),102.647125,25.052483,102.648125,25.056347
小团山(滇缅大道),滇缅大道西段,102.648125,25.056347,102.648766,25.058838
滇缅大道西段,黑林铺(滇缅大道),102.648766,25.058838,102.650312,25.061445
黑林铺(滇缅大道),假日城市小区(滇缅大道),102.650312,25.061445,102.655914,25.063097
假日城市小区(滇缅大道),昌源路口(滇缅大道),102.655914,25.063097,102.658882,25.063452
昌源路口(滇缅大道),海源中路口(滇缅大道),102.658882,25.063452,102.660782,25.063694
海源中路口(滇缅大道),黄土坡立交桥西口,102.660782,25.063694,102.664131,25.064157
黄土坡立交桥西口,黄土坡,102.664131,25.064157,102.670639,25.06414
普吉路口(滇缅大道),黄土坡后街,102.67382,25.061876,102.674286,25.063412
黄土坡后街,金鼎园,102.674286,25.063412,102.675034,25.064194
阳光果香小区(学府路),冶金学校,102.684987,25.064184,102.688896,25.064066
金安小区,霖雨桥东,102.738346,25.090864,102.740477,25.09273
霖雨桥东,江东花城,102.740477,25.09273,102.7463,25.09046
江东花城,招呼站,102.7463,25.09046,102.749497,25.088038
招呼站,铂金大道,102.749497,25.088038,102.752999,25.083537
铂金大道,铂金大道路口(穿金路),102.752999,25.083537,102.756063,25.082335
双龙乡,双龙农贸市场,102.855135,25.118559,102.852322,25.114449
双龙农贸市场,双龙乡政府,102.852322,25.114449,102.849492,25.110156
双龙乡政府,大凹子村东,102.849492,25.110156,102.836059,25.101775
大凹子村东,大凹子村西,102.836059,25.101775,102.832014,25.097856
大凹子村西,东大村,102.832014,25.097856,102.83007,25.096544
东大村,绿营地,102.83007,25.096544,102.828398,25.09697
绿营地,敬老院(金浑路),102.828398,25.09697,102.823915,25.094657
敬老院(金浑路),哈马者村,102.823915,25.094657,102.805734,25.092192
哈马者村,野生动物拯救中心,102.805734,25.092192,102.802144,25.08862
野生动物拯救中心,黄龙箐,102.802144,25.08862,102.798511,25.086545
黄龙箐,麦冲村,102.798511,25.086545,102.793199,25.08737
麦冲村,大箐,102.793199,25.08737,102.783559,25.087487
大箐,金水湾,102.783559,25.087487,102.779249,25.086623
金水湾,金殿大坝,102.779249,25.086623,102.770764,25.091319
金殿大坝,金殿车场,102.770764,25.091319,102.766472,25.087587
东寺街,西寺塔,102.708989,25.031619,102.709132,25.029262
西寺塔,东寺街南口,102.709132,25.029262,102.709266,25.025339
东寺街南口,西岳庙(西昌路),102.709266,25.025339,102.707717,25.024293
春苑小区,秋苑小区(昆州路),102.674371,25.039961,102.667444,25.03816
秋苑小区(昆州路),梁源小区,102.667444,25.03816,102.666806,25.036693
梁源小区,西山区政府(丽苑路),102.666806,25.036693,102.663322,25.036926
西山区政府(丽苑路),丽苑路西段,102.663322,25.036926,102.660034,25.037136
丽苑路西段,梁源三区,102.660034,25.037136,102.658638,25.038092
梁源三区,张家村(兴苑路),102.658638,25.038092,102.6548,25.039518
张家村(兴苑路),下窑,102.6548,25.039518,102.647697,25.037195
下窑,益宁路口(兴苑路),102.647697,25.037195,102.644012,25.03533
益宁路口(兴苑路),马街,102.644012,25.03533,102.639999,25.034426
菊花村,长润街,102.740799,25.027819,102.73967,25.021164
长润街,五里多村,102.73967,25.021164,102.738731,25.019995
名宅东辰苑(雨龙路),晓东村北,102.762398,24.99375,102.762105,24.990621
晓东村北,晓东村,102.762105,24.990621,102.761856,24.984058
晓东村,雨龙村(永中路),102.761856,24.984058,102.763054,24.982742
雨龙村(永中路),雨龙村口(永中路),102.763054,24.982742,102.765549,24.984617
雨龙村口(永中路),雨龙村(彩云北路),102.765549,24.984617,102.766457,24.983902
雨龙村(彩云北路),织布营,102.766457,24.983902,102.766525,24.976536
织布营,大都购物中心(彩云北路),102.766525,24.976536,102.766685,24.971741
大都购物中心(彩云北路),六谷村(彩云北路),102.766685,24.971741,102.76722,24.965082
六谷村(彩云北路),云秀路口(彩云北路),102.76722,24.965082,102.767578,24.960638
云秀路口(彩云北路),子君村(彩云北路),102.767578,24.960638,102.767882,24.956905
子君村(彩云北路),体育中心,102.767882,24.956905,102.769327,24.947292
体育中心,子君村(广福路),102.769327,24.947292,102.779106,24.94737
子君村(广福路),广福路口(商海路),102.779106,24.94737,102.781931,24.948086
广福路口(商海路),商英街口(商海路),102.781931,24.948086,102.78286,24.935587
商英街口(商海路),商城大道路口(商海路),102.78286,24.935587,102.780373,24.934813
商城大道路口(商海路),螺蛳湾公交枢纽站(怡安路),102.780373,24.934813,102.778236,24.929983
溪麓南郡小区,秧田坝,102.77737,25.10464,102.770464,25.098806
秧田坝,清水河村北口,102.770464,25.098806,102.766727,25.100881
清水河村北口,沣源路中段,102.766727,25.100881,102.763047,25.106701
沣源路中段,北部公交枢纽站(沣源路),102.763047,25.106701,102.757734,25.108898
北部公交枢纽站(沣源路),龙头街,102.757734,25.108898,102.753822,25.111267
龙头街,北京路口(沣源路),102.753822,25.111267,102.749761,25.116606
北京路口(沣源路),幸福家园小区,102.749761,25.116606,102.746884,25.120443
西北部公交枢纽站,公交西部修理公司(普吉路),102.666664,25.094461,102.670815,25.094271
公交西部修理公司(普吉路),普吉路中段,102.670815,25.094271,102.671509,25.0898
普吉路中段,王家桥(普吉路),102.671509,25.0898,102.67186,25.083364
王家桥(普吉路),观音寺社区,102.67186,25.083364,102.67382,25.078863
观音寺社区,交通学校,102.67382,25.078863,102.67424,25.073206
交通学校,普吉路南口,102.67424,25.073206,102.673668,25.066889
普吉路南口,黄土坡后街,102.673668,25.066889,102.674023,25.063997
昭宗路口(滇缅大道),华苑路口,102.647224,25.053373,102.64563,25.04055
华苑路口,沙地村,102.64563,25.04055,102.642464,25.038755
沙地村,西部客运站(昆州路),102.642464,25.038755,102.640869,25.036152
书林街南口,华昌路口(环城南路),102.711555,25.025061,102.702972,25.022722
河宏路口(前卫西路),青青小镇,102.693641,24.992648,102.689631,24.98957
青青小镇,湖畔之梦小区,102.689631,24.98957,102.681244,24.991507
王家桥(王家桥路),观音寺社区,102.674248,25.083698,102.673828,25.078897
黄土坡后街,麻园(滇缅大道),102.67401,25.064093,102.678574,25.056913
西园路口(茭菱路),茭菱路口(近华浦路),102.677963,25.048807,102.675087,25.048342
茭菱路口(近华浦路),人民西路口(近华浦路),102.675087,25.048342,102.674688,25.043872
人民西路口(近华浦路),春苑小区,102.674688,25.043872,102.674449,25.041133
云秀路口(彩云北路),大都购物中心(珥季路),102.768077,24.960738,102.766506,24.970095
大都购物中心(珥季路),珥季路中段,102.766506,24.970095,102.76297,24.96759
珥季路中段,如意西路口(珥季路),102.76297,24.96759,102.758385,24.964207
如意西路口(珥季路),世纪大澡堂,102.758385,24.964207,102.753952,24.96089
世纪大澡堂,宝象河(广福路),102.753952,24.96089,102.748702,24.958012
昌宏路口(广福路),海边沟,102.736649,24.970469,102.729102,24.974796
